id,code,name,city,state,country
1712,EPL,"Épinal - Mirecourt Airport",Juvaincourt,Vosges,France
1713,FRR,"Front Royal-Warren County Airport","Front Royal",Virginia,"United States"
1714,GOQ,"Golmud Airport",Golmud,Qinghai,China
1715,HJJ,"Zhijiang Airport",Zhijiang,Hubei,China
1716,IHO,"Ihosy Airport",Ihosy,,Madagascar
1717,JGE,"Geoje Airport",Geoje,,"South Korea"
1718,KER,"Kerman Airport",Kerman,,Iran
1719,KSA,"Kosrae International Airport",Kosrae,,"Federated States of Micronesia"
1720,LFW,"Lomé-Tokoin Airport",Lomé,,Togo
1721,LUC,"Laucala Island Airport","Laucala Island",,Fiji
1722,MHA,"Mahdia Airport",Mahdia,,Guyana
1723,MSF,"Mount Swan Airport","Mount Swan","Northern Territory",Australia
1724,NJF,"Al Najaf International Airport","Al Najaf",,Iraq
1725,OSY,"Namsos Airport, Høknesøra",Namsos,,Norway
1726,PQS,"Pilot Station Airport","Pilot Station",Alaska,"United States"
1727,RJL,"Logroño-Agoncillo Airport",Logroño,,Spain
1728,SIY,"Siskiyou County Airport",Montague,California,"United States"
1729,SZI,"Zaysan Airport",Zaysan,,Kazakhstan
1730,VRC,"Virac Airport",Virac,Catanduanes,Philippines
1731,YAG,"Fort Frances Municipal Airport","Fort Frances",Ontario,Canada
1732,YOS,"Owen Sound/Billy Bishop Regional Airport","Owen Sound",Ontario,Canada
1733,ZJG,"Jenpeg Airport",Jenpeg,Manitoba,Canada
1734,ACH,"St. Gallen Altenrhein Airport",Altenrhein,,Switzerland
1735,AOT,"Corrado Gex Airport",Aosta,,Italy
1736,BBY,"Bambari Airport",Bambari,,"Central African Republic"
1737,BMJ,"Baramita Airport",Baramita,,Guyana
1738,BXZ,"Bunsil Airport",Bunsil,,"Papua New Guinea"
1739,CJL,"Chitral Airport",Chitral,,Pakistan
1740,CVI,"Caleta Olivia Airport","Caleta Olivia","Santa Cruz",Argentina
1741,DOU,"Dourados Airport",Dourados,"Minas Gerais",Brazil
1742,EPN,"Epéna Airport",Epéna,,"Republic of Congo"
1743,FRS,"Mundo Maya International Airport",Flores,"El Petén",Guatemala
1744,GOR,"Gore Airport",Gore,,Ethiopia
1745,HJR,"Khajuraho Airport",Khajuraho,,India
1746,IHU,"Ihu Airport",Ihu,,"Papua New Guinea"
1747,JGL,"Galleria Heliport",Marietta,Georgia,"United States"
1748,KES,"Kelsey Airport",Kelsey,Manitoba,Canada
1749,KSB,"Kasanombe Airport",Kasanombe,,"Papua New Guinea"
1750,LGA,"LaGuardia Airport","New York City","New York","United States"
1751,LUD,"Luderitz Airport (Diaz POINT Airport)",Luderitz,,Namibia
1752,MHC,"Mocopulli Airport",Castro,"Los Lagos",Chile
1753,MSH,"Masirah Air Base","Masirah Island",,Oman
1754,NJK,"NAF El Centro","El Centro",California,"United States"
1755,OTC,"Bol Airport",Bol,,Chad
1756,PQT,"Qeqertaq Heliport",Qeqertaq,,Greenland
1757,RKC,"Montague Airport (Yreka Rohrer Field)",Montague,California,"United States"
1758,SJC,"San Jose International Airport","San Jose",California,"United States"
1759,SZL,"Whiteman Air Force Base","Knob Noster",Missouri,"United States"
1760,VRI,"Varandey Airport","Nenets Autonomous Okrug",,Russia
1761,YAH,"La Grande-4 Airport","Northern Quebec",,Canada
1762,YOT,"Yotvata Airport",Yotvata,,Israel
1763,ZJN,"Swan River Airport","Swan River",Manitoba,Canada
1764,ACI,"Alderney Airport",Alderney,"Channel Islands","United Kingdom"
1765,AOU,"Attopeu Airport",Attopeu,,Laos
1766,BBZ,"Zambezi Airport",Zambezi,,Zambia
1767,BMK,"Borkum Airport",Borkum,"Lower Saxony",Germany
1768,BYA,"Boundary Airport",Boundary,Alaska,"United States"
1769,CJM,"Chumphon Airport",Chumphon,,Thailand
1770,CVJ,"General Mariano Matamoros Airport",Cuernavaca,Morelos,Mexico
1771,DOV,"Dover Air Force Base",Dover,Delaware,"United States"
1772,EPR,"Esperance Airport",Esperance,,Australia
1773,FRT,"Frutillar Airport",Frutillar,,Chile
1774,GOS,"Gosford Airport",Gosford,"New South Wales",Australia
1775,HJT,"Khujirt Airport",Khujirt,Övörkhangai,Mongolia
1776,IIA,"Inishmaan Airport",Inishmaan,,Ireland
1777,JGN,"Jiayuguan Airport",Jiayuguan,Gansu,China
1778,KET,"Kengtung Airport",Kengtung,,"Myanmar (Burma)"
1779,KSC,"Košice Airport (Barca Airport)",Košice,,Slovakia
1780,LGB,"Long Beach Airport","Long Beach",California,"United States"
1781,LUE,"Lu?enec Airport",Lu?enec,,Slovakia
1782,MSJ,"Misawa Air Base",Misawa,Aomori,Japão
1783,NKC,"Nouakchott International Airport",Nouakchott,,Mauritania
1784,OTD,"Contadora Airport","Contadora Island",,Panama
1785,PRA,"GENERAL Justo José de Urquiza Airport",Paraná,"Entre Ríos",Argentina
1786,RKD,"Knox County Regional Airport",Rockland,Maine,"United States"
1787,SJD,"Los Cabos International Airport","Los Cabos",,Mexico
1788,SZN,"Santa Cruz Island Airport","Santa Barbara",California,"United States"
1789,TUD,"Tambacounda Airport",Tambacounda,,Senegal
1790,VRK,"Varkaus Airport",Joroinen,,Finland
1791,YAI,"General Bernardo O'Higgins Airport",Chillán,Ñuble,Chile
1792,ZKB,"Kasaba Bay Airport","Kasaba Bay",,Zambia
1793,ACJ,"SLAF Anuradhapura",Anuradhapura,,"Sri Lanka"
1794,APA,"Centennial Airport","Arapahoe County",Colorado,"United States"
1795,BCA,"Gustavo Rizo Airport",Baracoa,,Cuba
1796,BML,"Berlin Regional Airport",Berlin,"New Hampshire","United States"
1797,BYB,"Dibba Airport",Dibba,,Oman
1798,CJS,"Abraham González International Airport","Ciudad Juárez",Chihuahua,Mexico
1799,CVL,"Cape Vogel Airport","Cape Vogel",,"Papua New Guinea"
1800,DOX,"Dongara Airport",Dongara,"Western Australia",Australia
1801,EPS,"Arroyo Barril International Airport",Samaná,,"Dominican Republic"
1802,FRU,"Manas International Airport",Bishkek,,Kyrgyzstan
1803,GOT,"Gothenburg-Landvetter Airport",Gothenburg,,Sweden
1804,HKA,"Blytheville Municipal Airport",Blytheville,Arkansas,"United States"
1805,IIN,"Nishinoomote Airport",Nishinoomote,"Osumi Islands",Japão
1806,JGO,"Qeqertarsuaq Heliport",Qeqertarsuaq,,Greenland
1807,KEV,"Halli Airport",Kuorevesi,,Finland
1808,KSD,"Karlstad Airport",Karlstad,,Sweden
1809,LGC,"LaGrange-Callaway Airport",LaGrange,Georgia,"United States"
1810,LUF,"Luke Air FORCE Base",Glendale,Arizona,"United States"
1811,MHE,"Mitchell Municipal Airport",Mitchell,"South Dakota","United States"
1812,MSL,"Northwest Alabama Regional Airport","Muscle Shoals",Alabama,"United States"
1813,NKG,"Nanjing Lukou International Airport",Nanjing,,China
1814,OTG,"Worthington Municipal Airport",Worthington,Minnesota,"United States"
1815,PRB,"Paso Robles Municipal Airport","Paso Robles",California,"United States"
1816,RKE,"Roskilde Airport",Roskilde,,Denmark
1817,SJE,"Jorge Enrique González Airport","San José del Guaviare",,Colombia
1818,SZP,"Santa Paula Airport","Santa Paula",California,"United States"
1819,TUF,"Tours Val de Loire Airport",Tours,,France
1820,VRL,"Vila Real Airport","Vila Real",,Portugal
1821,YAJ,"Lyall Harbour Airport","Lyall Harbour","British Columbia",Canada
1822,YOY,"CFB Valcartier",Valcartier,Québec,Canada
1823,ZKE,"Kashechewan Airport",Kashechewan,Ontario,Canada
1824,ACK,"Nantucket Memorial Airport",Nantucket,Massachusetts,"United States"
1825,APB,"Apolo Airport",Apolo,"La Paz",Bolivia
1826,BCB,"Virginia Tech Montgomery Executive Airport",Blacksburg,Virginia,"United States"
1827,BMM,"Bitam Airport",Bitam,,Gabon
1828,BYC,"Yacuiba Airport",Yacuiba,,Bolivia
1829,CJT,"Copalar Airport",Comitán,Chiapas,Mexico
1830,CVM,"General Pedro J. Méndez National Airport","Ciudad Victoria",Tamaulipas,Mexico
1831,DPA,"Dupage Airport","West Chicago",Illinois,"United States"
1832,EPT,"Eliptamin Airport",Eliptamin,,"Papua New Guinea"
1833,FRW,"Francistown Airport",Francistown,,Botswana
1834,GOU,"Garoua International Airport",Garoua,,Cameroon
1835,HKB,"Healy Lake Airport","Healy Lake",Alaska,"United States"
1836,IIS,"Nissan Island Airport","Nissan Island",,"Papua New Guinea"
1837,JGP,"Greenway Plaza Heliport",Houston,Texas,"United States"
1838,KEW,"Keewaywin Airport (TC LID: CPV8)",Keewaywin,Ontario,Canada
1839,KSE,"Kasese Airport",Kasese,,Uganda
1840,LGD,"La Grande/Union County Airport","La Grande",Oregon,"United States"
1841,LUG,"Lugano Airport",Lugano,Agno,Switzerland
1842,MHF,"Morichal Airport",Morichal,,Colombia
1843,MSM,"Masi Manimba Airport","Masi Manimba",,"Democratic Republic of the Congo"
1844,NKL,"Nkolo Airport",Nkolo,,"Democratic Republic of the Congo"
1845,OTH,"North Bend Municipal Airport","North Bend",Oregon,"United States"
1846,PRC,"Ernest A.Love Field",Prescott,Arizona,"United States"
1847,RKI,"Rokot Airport",Sipura,,Indonesia
1848,SJI,"San Jose Airport","San Jose","Occidental Mindoro",Philippines
1849,SZQ,"Sáenz Peña Airport","Sáenz Peña","Buenos Aires",Argentina
1850,TUG,"Tuguegarao Airport","Tuguegarao City",Cagayan,Philippines
1851,VRN,"Verona Airport",Verona,,Italy
1852,YAK,"Yakutat Airport",Yakutat,Alaska,"United States"
1853,YPA,"Prince Albert (Glass Field) Airport","Prince Albert",Saskatchewan,Canada
1854,ZKG,"Kegaska Airport",Kegaska,Quebec,Canada
1855,ACL,"Cesar Airport",Aguaclara,,Colombia
1856,APC,"Napa County Airport",Napa,California,"United States"
1857,BCC,"Bear Creek 3 Airport","Bear Creek",Alaska,"United States"
1858,BMN,"Bamarni Airport",Bamarni,,Iraq
1859,BYD,"Beidah Airport",Beidah,,Yemen
1860,CJU,"Jeju International Airport",Jeju,,"South Korea"
1861,CVN,"Clovis Municipal Airport",Clovis,"New Mexico","United States"
1862,DPE,"St-Aubin Airport",Dieppe,,France
1863,EPU,"Pärnu Airport",Pärnu,,Estonia
1864,FRY,"Eastern Slopes Regional Airport",Fryeburg,Maine,"United States"
1865,GOV,"Nhulunbuy Airport",Gove,"Northern Territory",Australia
1866,HKD,"Hakodate Airport",Hakodate,Hokkaid?,Japão
1867,IJK,"Izhevsk Airport",Izhevsk,"Udmurt Republic",Russia
1868,JGQ,"Transco Tower Garage Heliport",Houston,Texas,"United States"
1869,KEX,"Kanabea Airport",Kanabea,,"Papua New Guinea"
1870,KSF,"Kassel Calden Airport",Kassel,Hesse,Germany
1871,LGE,"Lake Gregory Airport","Lake Gregory","Western Australia",Australia
1872,LUH,"Ludhiana Airport",Ludhiana,,India
1873,MHG,"Mannheim City Airport",Mannheim,,Germany
1874,MSN,"Dane County Regional Airport (Truax Field)",Madison,Wisconsin,"United States"
1875,NKM,"Nagoya Airfield",Nagoya,,Japão
1876,OTL,"Boutilimit Airport",Boutilimit,,Mauritania
1877,PRG,"Václav Havel Airport Prague",Prague,,"Czech Republic"
1878,RKP,"Aransas County Airport",Rockport,Texas,"United States"
1879,SJJ,"Sarajevo International Airport",Sarajevo,,"Bosnia and Herzegovina"
1880,SZR,"Stara Zagora Airport","Stara Zagora",,Bulgaria
1881,TUL,"Tulsa International Airport",Tulsa,Oklahoma,"United States"
1882,VRO,"Kawama Airport",Varadero,"Matanzas Province",Cuba
1883,YAL,"Alert Bay Airport","British Columbia",,Canada
1884,YPB,"Alberni Valley Regional Airport","Port Alberni","British Columbia",Canada
1885,ZKL,"Bintuni Airport (Steenkool Airport)",Bintuni,,Indonesia
1886,ACM,"Arica Airport",Arica,Amazonas,Colombia
1887,APE,"San Juan Aposento Airport","San Juan Aposento",,Peru
1888,BCD,"New Bacolod-Silay Airport","Bacolod City",,Philippines
1889,BMO,"Bhamo Airport",Bhamo,,"Myanmar (Burma)"
1890,BYG,"Johnson County Airport",Buffalo,Wyoming,"United States"
1891,CKA,"Kegelman Air Force Auxiliary Field",Cherokee,Oklahoma,"United States"
1892,CVO,"Corvallis Municipal Airport",Corvallis,Oregon,"United States"
1893,DPG,"Michael Army Airfield","Dugway Proving Ground",Utah,"United States"
1894,EQS,"Esquel Airport",Esquel,"Chubut Province",Argentina
1895,FRZ,"Fritzlar Air Base",Fritzlar,Hessen,Germany
1896,GOZ,"Gorna Oryahovitsa Airport","Gorna Oryahovitsa",,Bulgaria
1897,IJU,"Ijuí Airport (J. Batista Bos Filho Airport)",Ijuí,"Rio Grande do Sul",Brazil
1898,JGR,"Kangilinnguit Heliport (Grønnedal Heliport)","Kangilinnguit (Grønnedal)",,Greenland
1899,KEY,"Kericho Airport",Kericho,,Kenya
1900,KSG,"Kisengan Airport",Kisengan,,"Papua New Guinea"
1901,LGF,"Laguna Army Airfield","Yuma Proving Ground",Arizona,"United States"
1902,LUI,"La Unión Airport","La Unión",,Honduras
1903,MHH,"Marsh Harbour Airport","Marsh Harbour",,Bahamas
1904,MSO,"Missoula International Airport",Missoula,Montana,"United States"
1905,NKT,"??rnak Airport",Cizre,,Turkey
1906,OTM,"Ottumwa Industrial Airport",Ottumwa,Iowa,"United States"
1907,PRH,"Phrae Airport",Phrae,,Thailand
1908,RKR,"Robert S.Kerr Airport",Poteau,Oklahoma,"United States"
1909,SJK,"São José dos Campos Regional Airport","São José dos Campos",,Brazil
1910,SZS,"Ryans Creek Aerodrome","Stewart Island",,"New Zealand"
1911,TUN,"Tunis–Carthage International Airport","Tunis / Carthage",,Tunisia
1912,VRS,"Roy Otten Memorial Airfield",Versailles,Missouri,"United States"
1913,YAM,"Sault Ste. Marie Airport","Sault Ste. Marie",Ontario,Canada
1914,YPC,"Paulatuk Airport",Paulatuk,"Northwest Territories",Canada
1915,ZKM,"Sette Cama Airport","Sette Cama",,Gabon
1916,ACN,"Ciudad Acuña International Airport","Ciudad Acuña",Coahuila,Mexico
1917,APF,"Naples Municipal Airport",Naples,Florida,"United States"
1918,BCE,"Bryce Canyon Airport","Bryce Canyon",Utah,"United States"
1919,BMP,"Brampton Island Airport","Brampton Island",Queensland,Australia
1920,BYH,"Arkansas International Airport",Blytheville,Arkansas,"United States"
1921,CKB,"North Central West Virginia Airport",Clarksburg,"West Virginia","United States"
1922,CVQ,"Carnarvon Airport",Carnarvon,"Western Australia",Australia
1923,DPL,"Dipolog Airport","Dipolog City","Zamboanga del Norte",Philippines
1924,ERA,"Erigavo Airport",Erigavo,,Somalia
1925,FSC,"Sud Corse Airport",Figari,Corsica,France
1926,GPA,"Araxos Airport","Araxos / Patras",,Greece
1927,HKK,"Hokitika Airport",Hokitika,,"New Zealand"
1928,JGS,"Jinggangshan Airport",Ji'an,Jiangxi,China
1929,KEZ,"Ali Al Salem Airport","Ali Al Salem",,Kuwait
1930,LGG,"Liège Airport (Bierset Airport)",Liège,Wallonia,Belgium
1931,LUK,"Cincinnati Municipal Airport (Lunken Field)",Cincinnati,Ohio,"United States"
1932,MHI,"Moucha Airport","Moucha Island",,Djibouti
1933,NKX,"MCAS Miramar","San Diego",California,"United States"
1934,OTN,"Ed-Air Airport",Oaktown,Indiana,"United States"
1935,PRI,"Praslin Island Airport","Praslin Island",,Seychelles
1936,RKS,"Rock Springs – Sweetwater County Airport","Rock Springs",Wyoming,"United States"
1937,SJN,"St.Johns Industrial Air Park",St.Johns,Arizona,"United States"
1938,SZT,"San Cristóbal de las Casas National Airport",Chiapas,,Mexico
1939,TUO,"Taupo Airport",Taupo,,"New Zealand"
1940,VRY,"Værøy Heliport",Værøy,Nordland,Norway
1941,YAN,"Yangambi Airport",Yangambi,,"Democratic Republic of the Congo"
1942,YPD,"Parry Sound Area Municipal Airport","Parry Sound",Ontario,Canada
1943,ZKP,"Zyryanka Airport",Zyryanka,"Verkhnekolymsky District",Russia
1944,ACR,"Araracuara Airport",Araracuara,,Colombia
1945,APG,"Phillips Army Airfield","Aberdeen Proving Ground",Maryland,"United States"
1946,BCF,"Bouca Airport",Bouca,,"Central African Republic"
1947,BMQ,"Bamburi Airport",Bamburi,,Kenya
1948,BYI,"Burley Municipal Airport",Burley,Idaho,"United States"
1949,CKC,"Cherkasy Airport",Cherkasy,,Ukraine
1950,CVS,"Cannon Air Force Base",Clovis,"New Mexico","United States"
1951,DPO,"Devonport Airport",Devonport,Tasmania,Australia
1952,ERB,"Pukatja Airport (Ernabella Airport)",Pukatja,"South Australia",Australia
1953,FSD,"Sioux Falls Regional Airport (Joe Foss Field)","Sioux Falls","South Dakota","United States"
1954,GPB,"Tancredo Thomas de Farias Airport",Guarapuava,Paraná,Brazil
1955,HKN,"Kimbe Airport",Hoskins,,"Papua New Guinea"
1956,IKA,"Tehran Imam Khomeini International Airport",Tehran,,Iran
1957,JGX,"Glendale Heliport",Glendale,California,"United States"
1958,KFA,"Kiffa Airport",Kiffa,,Mauritania
1959,KSI,"Kissidougou Airport",Kissidougou,,Guinea
1960,LGH,"Leigh Creek Airport","Leigh Creek","South Australia",Australia
1961,LUL,"Hesler-Noble Field",Laurel,Mississippi,"United States"
1962,MHJ,"Misrak Gashamo Airport","Misrak Gashamo",,Ethiopia
1963,MSQ,"Minsk International Airport (Minsk-2)",Minsk,,Belarus
1964,NLA,"Ndola Airport",Ndola,,Zambia
1965,OTP,"Henri Coand? International Airport",Otopeni,,Romania
1966,PRM,"Portimão Airport",Portimão,Algarve,Portugal
1967,RKT,"Ras Al Khaimah International Airport","Ras Al Khaimah",,"United Arab Emirates"
1968,SJO,"Juan Santamaría International Airport","San José",,"Costa Rica"
1969,SZV,"Suzhou Guangfu Airport",Suzhou,Jiangsu,China
1970,TUP,"Tupelo Regional Airport",Tupelo,Mississippi,"United States"
1971,VSA,"Carlos Rovirosa Pérez International Airport",Villahermosa,Tabasco,Mexico
1972,YAO,"Yaoundé Airport",Yaoundé,,Cameroon
1973,YPE,"Peace River Airport","Peace River",Alberta,Canada
1974,ZLG,"La Güera Airport","La Güera",,"Western Sahara"
1975,ACS,"Achinsk Airport",Achinsk,"Krasnoyarsk Krai",Russia
1976,APH,"A.P. Hill Army Airfield","Fort A.P. Hill",Virginia,"United States"
1977,BCG,"Bemichi Airport",Bemichi,,Guyana
1978,BMR,"Baltrum Airport",Baltrum,"Lower Saxony",Germany
1979,BYJ,"Beja Airport",Beja,,Portugal
1980,CKD,"Crooked Creek Airport","Crooked Creek",Alaska,"United States"
1981,CVT,"Coventry Airport",Coventry,"West Midlands","United Kingdom"
1982,DPS,"Ngurah Rai International Airport",Denpasar,Bali,Indonesia
1983,ERC,"Erzincan Airport",Erzincan,,Turkey
1984,FSI,"Henry Post Army Airfield (Fort Sill)","Fort Sill",Oklahoma,"United States"
1985,GPI,"Guapi Airport",Guapi,,Colombia
1986,HKS,"Hawkins Field",Jackson,Mississippi,"United States"
1987,IKB,"Wilkes County Airport","North Wilkesboro","North Carolina","United States"
1988,JHB,"Sultan Ismail International Airport","Johor Bahru",,Malaysia
1989,KFE,"Dave Forest Airport","Cloudbreak/Western Australia",,Australia
1990,KSJ,"Kasos Island Airport","Kasos Island",,Greece
1991,LGI,"Deadman's Cay Airport","Deadman's Cay","Long Island",Bahamas
1992,LUM,"Dehong Mangshi Airport","Mang City",Yunnan,China
1993,MHK,"Manhattan Regional Airport",Manhattan,Kansas,"United States"
1994,MSR,"Mu? Airport",Mu?,,Turkey
1995,NLC,"NAS Lemoore (Reeves Field)",Lemoore,California,"United States"
1996,OTR,"Coto 47 Airport","Coto 47",,"Costa Rica"
1997,PRN,"Pristina International Airport Adem Jashari",Pristina,,Kosovo
1998,RKV,"Reykjavík Airport",Reykjavík,,Iceland
1999,SJP,"Prof.Eribelto Manoel Reino State Airport","São José DO Rio Preto",,Brazil
2000,SZW,"Schwerin-Parchim Airport",Parchim,,Germany
2001,TUQ,"Tougan Airport",Tougan,,"Burkina Faso"
2002,VSF,"Hartness State Airport",Springfield,Vermont,"United States"
2003,YAP,"Yap International Airport",Yap,,"Federated States of Micronesia"
2004,YPF,"Esquimalt Airport",Esquimalt,"British Columbia",Canada
2005,ZLO,"Playa de Oro International Airport",Manzanillo,Colima,Mexico
2006,ACT,"Waco Regional Airport",Waco,Texas,"United States"
2007,API,"Gomez Nino-Apiay Airport",Apiay,,Colombia
2008,BCH,"Cakung Airport",Baucau,,"East Timor"
2009,BMS,"Socrates Mariani Bittencourt Airport",Brumado,Bahia,Brazil
2010,BYK,"Bouaké Airport",Bouaké,,"Côte d'Ivoire"
2011,CKE,"Ferndale Resort Seaplane Base",Kelseyville,California,"United States"
2012,CVU,"Corvo Airport","Corvo Island",Azores,Portugal
2013,DPT,"Deputatsky Airport",Deputatsky,"Sakha Republic",Russia
2014,ERD,"Berdyansk Airport",Berdyansk,,Ukraine
2015,FSK,"Fort Scott Municipal Airport","Fort Scott",Kansas,"United States"
2016,GPL,"Guápiles Airport",Guápiles,,"Costa Rica"
2017,HKT,"Phuket International Airport",Phuket,,Thailand
2018,IKE,"Ikerasak Heliport",Ikerasak,,Greenland
2019,JHC,"Island Heliport","Garden City","New York","United States"
2020,KFG,"Kalkurung Airport","Daguragu / Kalkaringi","Northern Territory",Australia
2021,KSK,"Karlskoga Airport",Karlskoga,,Sweden
2022,LGK,"Langkawi International Airport",Langkawi,Kedah,Malaysia
2023,LUN,"Lusaka International Airport",Lusaka,,Zambia
2024,MHL,"Marshall Memorial Municipal Airport",Marshall,Missouri,"United States"
2025,NLD,"Quetzalcóatl International Airport","Nuevo Laredo",,Mexico
2026,OTS,"Anacortes Airport",Anacortes,Washington,"United States"
2027,PRO,"Perry Municipal Airport",Perry,Iowa,"United States"
2028,RKW,"Rockwood Municipal Airport",Rockwood,Tennessee,"United States"
2029,SJT,"San Angelo Regional Airport (Mathis Field)","San Angelo",Texas,"United States"
2030,SZX,"Shenzhen Bao'an International Airport",Shenzhen,Guangdong,China
2031,TUS,"Tucson International Airport",Tucson,Arizona,"United States"
2032,VSG,"Luhansk Airport","Luhansk (Lugansk)",,Ukraine
2033,YAQ,"Maple Bay Airport","Maple Bay","British Columbia",Canada
2034,YPG,"Portage La Prairie/Southport Airport","Portage la Prairie",Manitoba,Canada
2035,ZLT,"La Tabatière Airport","La Tabatière",Quebec,Canada
2036,ACU,"Achutupo Airport",Achutupo,,Panama
2037,APK,"Apataki Airport",Apataki,,"French Polynesia"
2038,BCI,"Barcaldine Airport",Barcaldine,Queensland,Australia
2039,BMT,"Beaumont Municipal Airport",Beaumont,Texas,"United States"
